,title,type,date_added,Action & Adventure,Anime,International,Family,Classic,Comedy,Crime,Cult,Documentaries,Dramas,Faith & Spirituality,Horror,Independent,LGBTQ,Music,Reality,Romantic,Sci-Fi & Fantasy,Science & Nature,Sports,Mystery,Thriller,Teen,mean_price,averageRating
4085,Eddie Murphy: Delirious,Movie,2018-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.1295238676525,8.1
4086,Eh Janam Tumhare Lekhe,Movie,2017-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.86750030517575,8.5
4087,Ek Hasina Thi,Movie,2019-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,304.1509052623402,7.5
4088,El Chavo,TV Show,2017-12-31,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.86750030517575,5.5
4089,El Che,Movie,2017-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.22909129749644,7.4
4090,El Vato,TV Show,2018-02-24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.8731577019942,6.9
4091,Elizabeth at 90: A Family Tribute,Movie,2017-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.25545501708984,7.9
4092,Elizabeth Harvest,Movie,2020-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496.3857131231399,5.8
4093,Elstree 1976,Movie,2016-09-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.39190492175874,5.9
4094,Emelie,Movie,2018-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,345.41000100840694,5.4
4095,Emma' (Mother),Movie,2018-10-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340.02521813434106,6.9
4096,Emo the Musical,Movie,2018-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,270.8731577019942,6.2
4097,Emogenius,TV Show,2018-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,266.3094739412007,3.9
4098,Employee of the Month,Movie,2020-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517.6018163507634,5.6
4099,Encounter: The Killing,Movie,2019-12-31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,314.3580961681548,6.2
4100,Encounters with Evil,TV Show,2019-07-12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.4340931285511,6.7
4101,End of Watch,Movie,2019-11-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.66600189208987,7.6
4102,Enemy,Movie,2018-07-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,380.9695260184152,6.9
4103,Enlighten Us,Movie,2017-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.93000030517578,6.2
4104,Entanglement,Movie,2018-12-09,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,266.3094739412007,5.9
4105,Enter the Dragon,Movie,2021-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530.531050832648,7.6
4106,Equals,Movie,2018-10-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340.02521813434106,6.0
4107,Equilibrium,Movie,2019-06-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357.073503112793,7.3
4108,Estar o no estar,Movie,2017-01-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.93000030517578,5.4
4109,Euphoria,Movie,2019-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,297.66600189208987,6.5
4110,Eurovision Song Contest,TV Show,2019-07-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.4340931285511,8.0
4111,Evan Almighty,Movie,2019-04-16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,365.6557152157738,5.4
4112,Event Horizon,Movie,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.03999982561385,6.6
4113,Every Time I Die,Movie,2020-02-25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,372.12736591539885,5.2
4114,Everybody Knows,Movie,2019-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,357.073503112793,6.9
4115,Evolution,Movie,2019-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.66600189208987,6.1
4116,Ex Machina,Movie,2018-07-26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,380.9695260184152,7.7
4117,Ex-Boyfriend,TV Show,2017-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,134.93000030517578,7.0
4118,Executive Decision,Movie,2019-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.66600189208987,6.5
4119,Exit Strategy,Movie,2019-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.94761875697543,3.2
4120,Exit Wounds,Movie,2019-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.8404315450917,5.6
4121,Expo,Movie,2019-08-29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,304.1509052623402,2.6
4122,Extras,TV Show,2017-03-31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.15869472337806,8.3
4123,Ezel,TV Show,2016-12-26,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,123.98142860049292,8.7
4124,Fairy Tail,TV Show,2017-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.61473645662008,7.9
4125,Fall Girls,Movie,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.03999982561385,3.9
4126,Fallen,Movie,2019-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,297.66600189208987,7.0
4127,Fanatic,Movie,2019-08-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,304.1509052623402,3.1
4128,Fandry,Movie,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,231.26952471051897,8.2
4129,Fear and Loathing in Las Vegas,Movie,2019-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.66600189208987,7.5
4130,Fiddler on the Roof,Movie,2020-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,498.0068151300604,8.0
4131,Fifty,Movie,2015-12-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.90181836214931,6.0
4132,Figaro Pho,Movie,2016-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.39190492175874,6.4
4133,Figures of Speech,Movie,2016-12-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.98142860049292,7.3
4134,Filinta,TV Show,2017-04-15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.61473645662008,6.6
4135,Filmworker,Movie,2018-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,7.4
4136,Final Destination,Movie,2020-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,338.03999982561385,6.7
4137,Final Destination 2,Movie,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,338.03999982561385,6.2
4138,Final Destination 3,Movie,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.03999982561385,5.8
4139,Fire at Sea,Movie,2017-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.15869472337806,6.7
4140,First Impression,Movie,2019-05-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.6645480069247,4.9
4141,First Kill,Movie,2019-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.4910026550293,5.0
4142,FirstBorn,Movie,2017-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.15869472337806,4.8
4143,Fishpeople,Movie,2018-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,309.1295238676525,7.7
4144,Fishtail,Movie,2018-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340.02521813434106,6.8
4145,Fittest in Dubai,Movie,2020-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,402.6885710216704,6.1
4146,Five Elements Ninjas,Movie,2019-09-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.4910026550293,7.2
4147,Flash of Genius,Movie,2017-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.93000030517578,7.0
4148,Flock of Four,Movie,2018-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,345.41000100840694,6.2
4149,Flowering Heart,TV Show,2019-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.4340931285511,7.4
4150,Follow Me,Movie,2018-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,5.2
4151,Footprints in the Sand,TV Show,2017-10-16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,194.22909129749644,8.2
4152,For Colored Girls,Movie,2020-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433.8804992675781,6.2
4153,For Love or Money,Movie,2019-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.1509052623402,5.6
4154,For the Birds,Movie,2019-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.4910026550293,6.7
4155,For the Love of Benji,Movie,2018-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.71285865420384,5.9
4156,For the Win,TV Show,2018-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,266.3094739412007,5.2
4157,Forbidden Planet,Movie,2019-11-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.66600189208987,7.5
4158,Forces of Nature,TV Show,2017-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,143.15869472337806,7.6
4159,Forever Chape,Movie,2018-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,345.41000100840694,7.4
4160,Forever Pure,Movie,2017-05-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,158.25545501708984,7.4
4161,Forget Me Not,TV Show,2017-09-18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,181.56050033569332,6.8
4162,Forks Over Knives,Movie,2019-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.8404315450917,7.7
4163,Four Christmases,Movie,2021-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530.531050832648,5.7
4164,Four Weddings and a Funeral,Movie,2019-08-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.1509052623402,7.1
4165,Fracture,Movie,2019-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,365.6557152157738,7.2
4166,Frances Ha,Movie,2017-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,194.22909129749644,7.4
4167,Freak Show,Movie,2020-08-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,496.3857131231399,6.5
4168,Fred Claus,Movie,2021-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530.531050832648,5.7
4169,Free Willy,Movie,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.03999982561385,6.0
4170,Freeway: Crack in the System,Movie,2017-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.86750030517575,7.1
4171,Freshman Year,Movie,2020-03-03,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,5.2
4172,Friday the 13th,Movie,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.03999982561385,5.5
4173,Friend Request,Movie,2018-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.1295238676525,5.2
4174,From Japan to Egypt,Movie,2019-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357.073503112793,5.5
4175,From Paris with Love,Movie,2020-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496.9109540666853,6.4
4176,Froning: The Fittest Man in History,Movie,2018-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,380.9695260184152,6.6
4177,Frozen River,Movie,2019-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,351.4340931285511,7.1
4178,Full Out,Movie,2016-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,97.39190492175874,6.3
4179,Functional Fitness,Movie,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.26952471051897,4.9
4180,Furthest Witness,Movie,2019-04-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,365.6557152157738,4.2
4181,G-Force,Movie,2019-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.94761875697543,5.1
4182,Gabriel and the Mountain,Movie,2018-11-09,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,290.6433352515811,7.0
4183,Galavant,TV Show,2016-09-07,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.39190492175874,8.1
4184,Galih dan Ratna,Movie,2018-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363.3268432617188,6.4
4185,Gangs of New York,Movie,2019-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.1509052623402,7.5
4186,Gehenna: Where Death Lives,Movie,2018-12-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,266.3094739412007,4.9
4187,Gemini,Movie,2018-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380.9695260184152,5.8
4188,Genius of the Modern World,TV Show,2017-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.36434737495753,7.6
4189,George of the Jungle 2,Movie,2016-12-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.98142860049292,3.3
4190,Get Him to the Greek,Movie,2020-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,338.03999982561385,6.3
4191,Get Santa,Movie,2014-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.4825325012207,6.3
4192,Get Shorty,TV Show,2018-11-01,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,8.2
4193,Get Smart,Movie,2019-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365.6557152157738,6.5
4194,Getting Played,Movie,2019-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.66600189208987,4.6
4195,Ghayal,Movie,2019-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.3580961681548,7.7
4196,Ghost House,Movie,2017-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.86750030517575,4.7
4197,Ghost Rider,Movie,2020-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517.6018163507634,5.3
4198,Ghost Town Gold,TV Show,2019-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,276.8404315450917,7.0
4199,Ghulam-E-Musthafa,Movie,2019-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.3580961681548,6.7
4200,Gie,Movie,2018-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363.3268432617188,7.6
4201,Ginger & Rosa,Movie,2018-07-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,380.9695260184152,6.2
4202,GLOW: The Story of the Gorgeous Ladies of Wrestling,Movie,2017-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,143.15869472337806,7.3
4203,Glowing Embers,TV Show,2017-08-14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,172.36434737495753,5.5
4204,God Bless the Broken Road,Movie,2019-02-09,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,354.6563158537212,5.8
4205,God of War,Movie,2017-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.86750030517575,6.4
4206,God's Not Dead,Movie,2020-04-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,4.6
4207,God's Not Dead: A Light in Darkness,Movie,2018-12-04,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,4.4
4208,God's Own Country,Movie,2018-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,329.779541015625,7.6
4209,Gol Maal,Movie,2019-12-31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.3580961681548,8.5
4210,GoldenEye,Movie,2019-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.3580961681548,7.2
4211,Goldie,Movie,2020-06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437.707275390625,5.8
4212,Goldstone,Movie,2018-12-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,266.3094739412007,6.6
4213,Golmaal: Fun Unlimited,Movie,2019-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.3580961681548,7.5
4214,Gomorrah,TV Show,2017-08-21,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,172.36434737495753,8.6
4215,Good Kids,Movie,2017-01-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,134.93000030517578,6.1
4216,Good Kill,Movie,2017-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.61473645662008,6.4
4217,Good Kisser,Movie,2020-08-20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,496.3857131231399,4.4
4218,Good People,Movie,2017-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,181.56050033569332,5.5
4219,Gook,Movie,2018-03-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,312.71285865420384,7.0
4220,Goon,Movie,2017-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,172.36434737495753,6.8
4221,Goosebumps 2: Haunted Halloween,Movie,2019-04-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365.6557152157738,5.6
4222,Gosford Park,Movie,2019-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.66600189208987,7.2
4223,Gossip Girl,TV Show,2013-10-08,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,46.29428548398225,7.5
4224,Gothika,Movie,2021-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,530.531050832648,5.8
4225,Gran Torino,Movie,2020-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517.6018163507634,8.1
4226,Grand Designs,TV Show,2019-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,304.1509052623402,8.5
4227,Grand Hotel,TV Show,2017-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,195.6009521484375,7.0
4228,Grand Masti,Movie,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,312.71285865420384,4.5
4229,Grass,Movie,2019-02-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,354.6563158537212,4.4
4230,Grease,Movie,2019-11-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,297.66600189208987,7.2
4231,Green Room,Movie,2018-11-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,290.6433352515811,7.0
4232,Gringo: The Dangerous Life of John McAfee,Movie,2018-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.1295238676525,6.7
4233,Growing Up Coy,Movie,2017-01-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,134.93000030517578,6.1
4234,Gun Runners,Movie,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,142.52526293302836,7.1
4235,Héroes,Movie,2018-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.41000100840694,3.6
4236,Hükümet Kadin,Movie,2017-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.15869472337806,6.5
4237,Hükümet Kadin 2,Movie,2017-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.15869472337806,6.1
4238,Hairspray,Movie,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,338.03999982561385,6.7
4239,Halo: The Fall of Reach,Movie,2016-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.0163643576882,5.7
4240,Hamara Dil Aapke Paas Hai,Movie,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,312.71285865420384,5.5
4241,Hamburger Hill,Movie,2019-11-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.66600189208987,6.7
4242,Hangman,Movie,2020-05-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,433.8804992675781,5.2
4243,Hannibal,TV Show,2020-06-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,437.707275390625,5.2
4244,Happy Valley,TV Show,2016-03-16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.0163643576882,8.5
4245,Happyish,TV Show,2016-07-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92.78250007629394,7.2
4246,Hardcore Henry,Movie,2020-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496.3857131231399,6.7
4247,Harold & Kumar Go to White Castle,Movie,2020-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.03999982561385,7.0
4248,Harold and Lillian: A Hollywood Love Story,Movie,2018-11-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,7.9
4249,Harriet the Spy: Blog Wars,Movie,2018-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.1295238676525,4.5
4250,Harry & Bunnie,TV Show,2017-10-15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.22909129749644,5.6
4251,Hart of Dixie,TV Show,2015-12-15,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,121.90181836214931,7.7
4252,Haseena Maan Jaayegi,Movie,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.71285865420384,6.3
4253,Haunters: The Art of the Scare,Movie,2018-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.26952471051897,6.5
4254,Haunting on Fraternity Row,Movie,2019-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,359.94761875697543,3.8
4255,Have You Seen the Listers?,Movie,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.6563158537212,6.7
4256,Haven,TV Show,2015-09-08,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,100.81523822602772,6.9
